WEEK,MEASURED_BY,TROUGH,TANK,ID,ZOOM,MICROMETER_UNITS,HEAD_WIDTH,
18,KG,1,6,30B,3.5,96,2.74,
18,KG,1,6,05A,4.5,94,2.09,
18,KG,1,6,24C,3.5,93,2.66,
18,KG,1,6,33D,3,89,2.97,
18,KG,2,7,73C,4.5,99,2.20,
18,KG,2,7,52C,3.5,98,2.80,
18,KG,2,7,22F,4.5,87,1.93,
18,KG,2,7,40D,3.5,93,2.66,
18,KG,2,8,20F,4.5,90,2.00,
18,KG,2,8,34D,4.5,83,1.84,
18,KG,2,8,62C,4,97,2.43,
18,KG,2,8,81D,4.5,91,2.02,
18,KG,2,8,20E,4.5,95,2.11,
18,KG,2,8,11E,4.5,91,2.02,
18,KG,2,8,15B,3.5,89,2.54,
18,KG,2,8,65E,4,95,2.38,
18,KG,2,8,27A,4.5,89,1.98,
18,KG,2,9,21B,4.5,97,2.16,
18,KG,2,9,29B,4.5,87,1.93,
18,KG,2,9,40A,4,94,2.35,
18,KG,2,9,36E,4.5,100,2.22,
18,KG,2,9,22A,4,94,2.35,
18,KG,2,9,14D,4,94,2.35,
18,KG,2,9,09F,4,91,2.28,
18,KG,2,9,43E,4.5,83,1.84,
18,KG,2,9,39B,3.5,93,2.66,
18,KG,2,9,15G,4.5,80,1.78,
18,AB,2,10,50E,4,100,2.50,
18,AB,2,10,26E,4,95,2.38,
18,AB,2,10,39C,3.5,90,2.57,
18,AB,2,10,84C,3.5,93,2.66,
18,AB,2,10,93D,4.5,88,1.96,
18,AB,2,10,28F,4.5,94,2.09,
18,AB,2,10,45C,4.5,90,2.00,
18,AB,2,11,60A,3.5,96,2.74,
18,AB,2,11,02F,4.5,100,2.22,
18,AB,2,11,98E,4.5,98,2.18,
18,AB,2,11,94C,4,93,2.33,
18,AB,2,11,28E,4.5,95,2.11,
18,AB,2,11,20C,3.5,95,2.71,
18,AB,2,11,31G,3.5,90,2.57,
18,AB,2,11,36A,4.5,96,2.13,
18,AB,2,11,91A,4,93,2.33,
18,KG,2,12,62E,4.5,84,1.87,
18,KG,2,12,89F,4,93,2.33,
18,KG,2,12,82F,3.5,98,2.80,
18,KG,2,12,06G,4.5,91,2.02,
18,KG,2,12,86D,4,96,2.40,
18,KG,2,12,54A,4,94,2.35,
18,KG,2,12,58C,4,96,2.40,
18,AB,3,13,71E,4,90,2.25,
18,AB,3,13,99F,4,97,2.43,
18,AB,3,13,32A,3.5,89,2.54,
18,AB,3,13,31E,4,98,2.45,
18,AB,3,13,07A,4.5,89,1.98,
18,AB,3,13,29E,3.5,95,2.71,
18,AB,3,13,99A,4,90,2.25,
18,AB,3,13,27F,4.5,91,2.02,
18,AB,3,13,11A,4,93,2.33,
18,KG,3,14,78D,4,94,2.35,
18,KG,3,14,18B,4.5,86,1.91,
18,KG,3,14,69F,3.5,96,2.74,
18,KG,3,14,25G,4,90,2.25,
18,KG,3,14,14E,4,96,2.40,
18,KG,3,14,36B,4,92,2.30,
18,KG,3,14,56E,4,97,2.43,
18,KG,3,14,16G,4,93,2.33,
18,KG,3,15,54C,4,98,2.45,
18,KG,3,15,61B,3,90,3.00,
18,KG,3,15,19D,4.5,97,2.16,
18,KG,3,15,55D,4,99,2.48,
18,KG,3,15,60C,4.5,93,2.07,
18,KG,3,16,87D,4,96,2.40,
18,KG,3,16,39G,3.5,89,2.54,
18,KG,3,16,79D,3.5,98,2.80,
18,KG,3,16,10C,3,91,3.03,
18,KG,3,16,12G,4.5,93,2.07,
18,KG,3,16,40G,4.5,92,2.04,
18,KG,3,16,83B,4.5,91,2.02,
18,KG,3,16,01C,4,93,2.33,
18,KG,3,16,81F,3.5,93,2.66,
18,KG,3,16,28A,3.5,87,2.49,
18,KG,3,17,63F,4,98,2.45,
18,KG,3,17,69C,4,92,2.30,
18,KG,3,17,10A,4,98,2.45,
18,KG,3,17,81B,4,90,2.25,
18,KG,3,17,81A,4,98,2.45,
18,KG,3,17,39E,4.5,84,1.87,
18,KG,3,17,11D,4,91,2.28,
18,KG,3,17,59F,4.5,99,2.20,
18,KG,3,18,50C,4.5,91,2.02,
18,KG,3,18,23F,4.5,91,2.02,
18,KG,3,18,86F,4,99,2.48,
18,KG,3,18,69D,3.5,93,2.66,
18,KG,3,18,24G,4.5,96,2.13,
18,KG,3,18,13F,3,88,2.93,
18,KG,3,18,46C,3.5,96,2.74,
18,KG,3,18,32D,4,96,2.40,
18,KG,3,18,99C,3.5,90,2.57,
18,KG,4,19,69E,4,94,2.35,
18,KG,4,19,35E,4,94,2.35,
18,KG,4,19,47E,4.5,100,2.22,
18,KG,4,19,80B,3.5,99,2.83,
18,KG,4,19,06C,4.5,91,2.02,
18,KG,4,19,90F,4.5,76,1.69,
18,AB,4,20,68E,4,94,2.35,
18,AB,4,20,64E,3.5,89,2.54,
18,AB,4,20,46A,4,92,2.30,
18,AB,4,20,63C,4,98,2.45,
18,AB,4,20,57B,3.5,90,2.57,
18,AB,4,20,08F,4.5,96,2.13,
18,AB,4,20,55F,4.5,90,2.00,
18,KG,4,21,76B,3.5,92,2.63,
18,KG,4,21,12C,4.5,79,1.76,
18,KG,4,21,24D,4.5,93,2.07,
18,KG,4,21,08E,3.5,90,2.57,
18,KG,4,21,83C,4,93,2.33,
18,KG,4,21,95C,3.5,93,2.66,
18,KG,4,22,51B,4,98,2.45,
18,KG,4,23,96F,4,97,2.43,
18,KG,4,23,47A,3.5,92,2.63,
18,KG,4,23,21D,4,92,2.30,
18,KG,4,23,49F,4,94,2.35,
18,KG,4,23,95D,4.5,97,2.16,
18,AB,4,24,70E,4.5,94,2.09,
18,AB,4,24,53D,4,94,2.35,
18,AB,4,24,18D,4.5,99,2.20,
18,AB,4,24,42A,4.5,91,2.02,
18,AB,4,24,01F,4.5,93,2.07,
18,AB,4,24,100E,4.5,100,2.22,
18,AB,4,24,40C,3.5,100,2.86,
18,AB,4,24,58F,4.5,86,1.91,
18,KG,5,25,80E,4,94,2.35,
18,KG,5,25,88D,4.5,88,1.96,
18,KG,5,25,52A,4.5,96,2.13,
18,KG,5,25,08D,4.5,87,1.93,
18,KG,5,25,73B,3.5,95,2.71,
18,KG,5,25,65D,4.5,96,2.13,
18,KG,5,25,72E,4.5,86,1.91,
18,KG,5,26,93E,4.5,100,2.22,
18,KG,5,26,17E,4.5,80,1.78,
18,KG,5,26,22G,4,97,2.43,
18,KG,5,26,14G,4,90,2.25,
18,KG,5,26,70D,4.5,93,2.07,
18,KG,5,26,76A,4,100,2.50,
18,KG,5,26,96E,4.5,99,2.20,
18,AB,5,27,23E,4.5,84,1.87,
18,AB,5,27,38F,4.5,95,2.11,
18,AB,5,27,12F,4.5,97,2.16,
18,AB,5,28,38E,4,91,2.28,
18,AB,5,28,49C,4.5,87,1.93,
18,AB,5,28,85C,4.5,95,2.11,
18,AB,5,28,36G,4,90,2.25,
18,AB,5,28,33C,4,94,2.35,
18,AB,5,28,42F,4.5,87,1.93,
18,AB,5,28,18G,4,94,2.35,
18,AB,5,28,76D,4.5,98,2.18,
18,KG,5,29,52E,4,98,2.45,
18,KG,5,29,31C,4.5,99,2.20,
18,KG,5,29,54E,4,91,2.28,
18,KG,5,29,31D,4.5,93,2.07,
18,KG,5,29,03B,4.5,78,1.73,
18,KG,5,30,91F,4.5,92,2.04,
18,KG,5,30,44C,4,98,2.45,
18,KG,5,30,05C,4,93,2.33,
18,KG,5,30,43A,4,99,2.48,
18,KG,5,30,12B,4.5,85,1.89,
18,KG,5,30,06E,4,95,2.38,
18,KG,5,30,78C,4,97,2.43,
18,KG,6,31,74E,4,90,2.25,
18,KG,6,31,25C,4.5,100,2.22,
18,KG,6,31,94E,4.5,83,1.84,
18,KG,6,31,34A,4,91,2.28,
18,KG,6,31,29D,4.5,97,2.16,
18,KG,6,31,26D,3.5,97,2.77,
18,AB,6,32,23D,4.5,95,2.11,
18,AB,6,32,56F,4,94,2.35,
18,AB,6,32,28G,4.5,99,2.20,
18,AB,6,32,13C,4.5,96,2.13,
18,AB,6,32,26G,4.5,89,1.98,
18,AB,6,32,34G,4,100,2.50,
18,KG,6,33,82D,3.5,94,2.69,
18,KG,6,33,36F,4,98,2.45,
18,KG,6,33,50B,3.5,95,2.71,
18,KG,6,33,54F,4.5,97,2.16,
18,KG,6,33,38D,4.5,90,2.00,
18,KG,6,33,73E,4.5,100,2.22,
18,KG,6,33,21G,4.5,86,1.91,
18,KG,6,33,24A,4,93,2.33,
18,KG,6,33,37B,4,91,2.28,
18,KG,6,34,17G,4,92,2.30,
18,KG,6,34,07F,4.5,97,2.16,
18,KG,6,34,30C,4,95,2.38,
18,KG,6,34,19B,4.5,89,1.98,
18,KG,6,34,15D,4,93,2.33,
18,KG,6,34,75E,3.5,91,2.60,
18,KG,6,34,22C,4,89,2.23,
18,AB,6,35,08C,4,97,2.43,
18,AB,6,35,70C,4,100,2.50,
18,AB,6,35,51C,4.5,100,2.22,
18,AB,6,35,92E,4,90,2.25,
18,AB,6,35,16B,3.5,89,2.54,
18,AB,6,35,72F,3.5,91,2.60,
18,AB,6,35,33A,4,95,2.38,
18,AB,6,35,36D,4,92,2.30,
18,AB,6,36,80F,4,100,2.50,
18,AB,6,36,53F,4,100,2.50,
18,AB,6,36,95B,3.5,92,2.63,
18,AB,6,36,26C,3.5,89,2.54,
18,AB,6,36,64B,3.5,93,2.66,
18,AB,6,36,84A,3.5,100,2.86,
18,AB,6,36,35C,4,99,2.48,
18,AB,6,36,77D,4.5,95,2.11,
18,AB,6,36,04D,4.5,98,2.18,
