TEMP,TRTMENT,TANK,ID#,14,28,42,56,70,84,98,112,126,140
14,0,1,65F,0,0,0.086581147,-0.086581147,0.086581147,0.578350447,0.078927401,-0.078927401,0.752575112,0.088732286
14,0,1,44F,0.710925681,-0.075586495,0.075586495,-0.075586495,0.916893893,0,-0.075586495,1.029382157,0,0
14,0,1,85D,0.074794999,-0.074794999,1.063383019,-0.147280623,0,0.571733626,0.07806479,-0.156992191,0,0.078927401
14,0,1,25A,0,0.081633542,-0.081633542,0.777163285,0,0,0,0.914568113,0,-0.073260715
14,0,1,16E,0.082577303,-0.166120444,0.083543141,0.082577303,0.552761883,0.075586495,-0.075586495,0,0.916893893,0
14,0,1,22B,0.104277139,0.102776696,0,0,0.680786999,0,0,1.193243462,-0.2394478,1.158819987
14,0,1,20G,0,,,,,,,,,
14,0,1,98D,0,0.629337625,0.085544222,0,0.803414167,0,0,-0.076394922,1.142103721,0
14,0,1,97A,0,,,,,,,,,
14,0,1,38D1,0.089848444,-0.556868153,1.15602161,,,,,,,
14,400,2,93F,-0.162344651,0.081633542,0.913095511,-0.217565768,0,0.987085052,0.030854722,0.040933391,0.662209986,0.291585675
14,400,2,05F,0.417830048,0,-0.081633542,0.081633542,0.841307398,0,0,0.768790459,0,0.144305052
14,400,2,29F,-0.08453184,-0.259768887,0.427843868,0.859740587,-0.074019907,0,0.074019907,0.987085052,-0.145777655,0
14,400,2,80D,0.259768887,0.649798416,0.077220829,-0.077220829,0.153615752,0.916893893,0,-0.075586495,0.80017991,0
14,400,2,17D,-0.23421302,0.60827006,-0.073260715,-0.456081943,0.601859597,0.768790459,0,-0.147280623,1.027815569,0.217565768
14,400,2,87B,0.07806479,0.451277869,0.072516939,-0.072516939,0.144305052,0.841307398,0,0.040700151,0.695529743,0.217565768
14,400,2,52B,0,-0.08453184,0.08453184,-0.08453184,0.953795662,0,0,-0.074794999,1.135899959,-0.145777655
14,400,2,17A,,,,,,,,,,
14,400,2,57E,0.07980929,0,0.156992191,-0.156992191,0.078927401,0.529342658,0,0,0.072516939,-0.145777655
14,400,2,25E,-0.17858073,0.089848444,0.599153457,0,0.994729052,-0.291585675,0.291585675,0,1.042527947,0.078927401
14,1000,3,98F,0.09852373,,,,,,,,,
14,1000,3,50F,0,0.07980929,0,,,,,,,
14,1000,3,61F,-0.094608763,0.723946388,,,,,,,,
14,1000,3,11G,0.07980929,,,,,,,,,
14,1000,3,41C,0,,,,,,,,,
14,1000,3,38B,0,,,,,,,,,
14,1000,3,24F,0,0,,,,,,,,
14,1000,3,04G,0.812563467,0,,,,,,,,
14,1000,3,66E,0.504411194,0,0,-0.081633542,0.081633542,0.841307398,0,0,1.034506771,-0.12141126
14,1000,3,96C,0.075586495,0.765720902,,,,,,,,
14,200,4,100B,0.092167177,0,0,0.69741764,0,0.859740587,-0.074019907,-0.074794999,1.063383019,-0.147280623
14,200,4,93A,0.168074982,0.082577303,0.850424,0.072516939,0.695529743,0.073260715,-0.073260715,0,1.171361429,0
14,200,4,03E,,,,,,,,,,
14,200,4,42D,0.156992191,-0.07806479,0,0.682570706,-0.008922996,0.088732286,-0.088732286,1.042527947,-0.07980929,-0.12141126
14,200,4,03A,0.306298053,-0.088732286,0.800374007,-0.030854722,-0.072516939,0.806515039,0.074019907,-0.074019907,0.074019907,0.800279961
14,200,4,40B,0.150381494,0,0.690925903,0.075586495,-0.075586495,0.877400739,0.076394922,-0.076394922,1.023855455,-0.156992191
14,200,4,62F,0.147280623,-0.147280623,-0.074794999,1.135899959,-0.219797562,0.219797562,-0.072516939,0.806515039,0.074019907,-0.148814906
14,200,4,04F,0.180841486,0,0,0.841307398,0,0.752575112,0.167659687,-0.167659687,1.121455349,0
14,200,4,97B,0,0.832384402,-0.071788113,0.071788113,1.199520138,0,0,1.178297114,-0.23421302,-0.07980929
14,200,4,32G,0.226488763,-0.080711109,-0.072516939,0.944679059,-0.030854722,0.071788113,0,1.060142894,-0.178135345,0
14,800,5,26F,-0.160520399,-0.081633542,0.081633542,,,,,,,
14,800,5,17F,0.297662117,-0.073260715,0.073260715,-0.073260715,0.073260715,0.913824337,0.112488264,-0.112488264,0.953795662,0.071788113
14,800,5,96A,-0.269573771,0,,,,,,,,
14,800,5,97E,-0.172125368,,,,,,,,,
14,800,5,22D,-0.074794999,0,0,,,,,,,
14,800,5,50D,-0.300508671,,,,,,,,,
14,800,5,21F,-0.321081342,0,0.081633542,,,,,,,
14,800,5,90E,0,0,0.185539189,,,,,,,
14,800,5,33G,0.07806479,-0.156992191,0.078927401,,,,,,,
14,800,5,33E,0.859740587,0.145777655,-0.219797562,,,,,,,
14,600,6,33B,-0.164210844,,,,,,,,,
14,600,6,37G,0.269573771,-0.088732286,-0.273008663,,,,,,,
14,600,6,57F,-0.08453184,0,0,,,,,,,
14,600,6,05A,-0.097183229,0.742783668,0,0,0,0.909567303,-0.07806479,0.231680541,0.764912475,0
14,600,6,13D,-0.076394922,-0.077220829,0.077220829,,,,,,,
14,600,6,90B,-0.328465095,0.794468822,0,0.366380674,,,,,,
14,600,6,85F,-0.31751259,0.071788113,-0.071788113,,,,,,,
14,600,6,24C,-0.086581147,0.899144613,-0.23421302,0.078927401,0,1.072987939,0,0.877400739,-0.077220829,0
14,600,6,30B,-0.08453184,0.571733626,0.155285619,-0.155285619,1.148574434,0,0.074794999,0.953795662,0.147280623,-0.147280623
14,600,6,33D,-0.160520399,0.160520399,0.873986372,0,0.77261119,0.328465095,-0.268691883,0.268691883,-0.162344651,0.850424
