TEMP,TRTMENT,TANK,ID#,14,28,42,56,70,84,98,112,126,140
14,0,1,65F,0,0,0.028860382,0,0.017316229,0.110821932,0.106265571,0.083116449,0.157500745,0.150623899
14,0,1,44F,0.710925681,0.317669593,0.236975227,0.158834796,0.310446616,0.258705513,0.210949512,0.313253593,0.278447638,0.250602874
14,0,1,85D,0.074794999,0,0.354461006,0.229025599,0.183220479,0.24797267,0.223700116,0.176113578,0.156545402,0.148783602
14,0,1,25A,0,0.040816771,0,0.194290821,0.155432657,0.129527214,0.111023326,0.211466425,0.187970155,0.161847068
14,0,1,16E,0.082577303,-0.041771571,0,0.020644326,0.127067837,0.118487614,0.090762741,0.079417398,0.172470342,0.155223308
14,0,1,22B,0.104277139,0.103526917,0.069017945,0.051763459,0.177568167,0.147973472,0.126834405,0.260135537,0.204626277,0.300045648
14,0,1,20G,0,,,,,,,,,
14,0,1,98D,0,0.314668813,0.238293949,0.178720462,0.303659203,0.253049336,0.216899431,0.180237636,0.287111646,0.258400481
14,0,1,97A,0,,,,,,,,,
14,0,1,38D1,0.089848444,-0.233509855,0.2296673,,,,,,,
14,400,2,93F,-0.162344651,-0.040355554,0.277461467,0.153704659,0.122963727,0.266983948,0.233251201,0.209211475,0.259544643,0.262748746
14,400,2,05F,0.417830048,0.208915024,0.112065502,0.104457512,0.251827489,0.209856241,0.179876778,0.253490988,0.225325323,0.217223296
14,400,2,29F,-0.08453184,-0.172150364,0.027847714,0.235820932,0.173852764,0.144877304,0.134754818,0.241296098,0.198287903,0.178459113
14,400,2,80D,0.259768887,0.454783651,0.328929377,0.227391826,0.212636611,0.330012825,0.282868135,0.238061306,0.300518929,0.270467036
14,400,2,17D,-0.23421302,0.18702852,0.100265441,-0.038821405,0.089314796,0.202560739,0.173623491,0.133510477,0.232877709,0.231346515
14,400,2,87B,0.07806479,0.264671329,0.200619866,0.132335665,0.134729542,0.252492518,0.216422158,0.194456907,0.250131667,0.246875077
14,400,2,52B,0,-0.04226592,0,-0.02113296,0.173852764,0.144877304,0.124180546,0.099308603,0.21448542,0.178459113
14,400,2,17A,,,,,,,,,,
14,400,2,57E,0.07980929,0.039904645,0.078933827,0.019952322,0.031747338,0.114679892,0.09829705,0.086009919,0.084510699,0.061481863
14,400,2,25E,-0.17858073,-0.044366143,0.17014039,0.127605293,0.301030045,0.202260758,0.215021461,0.188143778,0.283075352,0.262660557
14,1000,3,98F,0.09852373,,,,,,,,,
14,1000,3,50F,0,0.039904645,0.026603097,,,,,,,
14,1000,3,61F,-0.094608763,0.314668813,,,,,,,,
14,1000,3,11G,0.07980929,,,,,,,,,
14,1000,3,41C,0,,,,,,,,,
14,1000,3,38B,0,,,,,,,,,
14,1000,3,24F,0,0,,,,,,,,
