TEMP,TRTMENT,TANK,ID#,28-Jul,10-Aug,24-Aug,8-Sep,21-Sep,5-Oct,19-Oct,2-Nov,16-Nov,30-Nov,14-Dec,28-Dec
16,400,18,46B,2.156,2.089,2.066666667,2.275,,,,,,,,
16,400,18,50C,1.778,1.778,1.755555556,1.733333333,1.8,1.8,1.822222222,2,2.022222222,2.022222222,1.977777778,2.3
16,400,18,24G,1.778,1.711,1.688888889,1.688888889,1.911111111,1.911111111,1.888888889,1.933333333,2.155555556,2.133333333,2.111111111,2.155555556
20,1000,19,80B,2.250,2.222,2.275,2.022222222,2.222222222,2.5,2.5,2.475,2.5,2.828571429,2.828571429,2.8
20,1000,19,69E,1.889,1.911,1.911111111,1.888888889,1.933333333,1.933333333,2,2,2,2.35,2.375,2.35
20,1000,19,15C,1.578,,,,,,,,,,,
20,1000,19,74C,1.711,1.644,,,,,,,,,,
20,1000,19,90F,1.622,1.600,1.644444444,1.6,1.644444444,1.622222222,1.711111111,1.711111111,1.688888889,1.688888889,1.977777778,1.977777778
20,1000,19,35E,2.089,2.089,2.111111111,2.111111111,2.155555556,2.133333333,2.133333333,2.35,2.35,2.35,2.35,2.325
20,1000,19,47E,2.044,2.044,2.066666667,2.066666667,2.111111111,2.066666667,2.088888889,2.044444444,2.222222222,2.222222222,2.222222222,2.225
20,1000,19,06C,1.867,1.889,1.888888889,1.866666667,1.888888889,1.888888889,2.022222222,2.022222222,2,2.022222222,2.022222222,2.25
20,1000,19,94A,2.200,2.200,2.25,2.222222222,2.275,2.275,,,,,,
20,1000,19,41E,1.800,,,,,,,,,,,
20,0,20,32C,1.844,1.889,1.888888889,1.844444444,,,,,,,,
20,0,20,08F,1.756,1.756,1.733333333,1.711111111,1.733333333,1.711111111,1.866666667,1.866666667,1.844444444,2.133333333,2.088888889,2.088888889
20,0,20,57B,2.350,2.300,2.325,2.35,2.3,2.3,2.375,2.3,2.571428571,2.571428571,2.542857143,2.514285714
20,0,20,63C,1.933,2.000,2,1.955555556,1.933333333,2.155555556,2.155555556,2.133333333,2.475,2.45,2.5,2.8
20,0,20,03F,2.350,2.325,2.5,2.5,2.4,2.45,2.485714286,,,,,
20,0,20,51F,1.911,1.889,1.933333333,1.911111111,1.933333333,,,,,,,
20,0,20,68E,2.111,2.111,2.177777778,2.155555556,2.133333333,2.133333333,2.155555556,2.325,2.375,2.35,2.375,2.628571429
20,0,20,55F,1.733,1.644,1.711111111,1.777777778,1.777777778,1.777777778,1.755555556,1.755555556,1.977777778,2,2,2.022222222
20,0,20,64E,2.133,2.000,2.044444444,2.022222222,2.2,2.177777778,2.177777778,2.177777778,2.5,2.542857143,2.514285714,2.514285714
20,0,20,46A,1.800,1.756,1.777777778,1.777777778,2,1.977777778,1.955555556,2.3,2.3,2.3,2.657142857,2.657142857
20,400,21,95C,2.044,2.156,2.066666667,2.111111111,2.066666667,2.25,2.275,2.275,2.275,2.657142857,2.628571429,2.628571429
20,400,21,24D,1.956,2.022,1.955555556,1.955555556,1.977777778,1.955555556,1.977777778,2.066666667,2.088888889,2.066666667,2.3,2.35
20,400,21,12C,1.489,1.667,1.622222222,1.644444444,1.644444444,1.622222222,1.622222222,1.733333333,1.733333333,1.755555556,1.977777778,1.955555556
20,400,21,08E,2.067,2.178,2.111111111,2.111111111,2.088888889,2.088888889,2.325,2.3,2.325,2.571428571,2.6,2.571428571
20,400,21,83C,2.178,2.275,2.2,2.3,2.155555556,2.2,2.177777778,2.3,2.3,2.325,2.325,2.571428571
20,400,21,76B,2.022,2.089,2.022222222,2.044444444,2.3,2.3,2.3,2.275,2.657142857,2.628571429,2.628571429,2.628571429
20,400,21,44B,2.089,2.300,2.275,,,,,,,,,
20,400,21,17C,1.844,1.911,1.866666667,,,,,,,,,
20,400,21,43F,1.733,1.756,1.755555556,,,,,,,,,
20,400,21,53C,1.800,1.800,1.8,1.8,1.8,1.844444444,,,,,,
20,800,22,40F,1.933,2.022,2,,,,,,,,,
20,800,22,08A,2.022,2.000,1.955555556,,,,,,,,,
20,800,22,12D,1.467,,,,,,,,,,,
20,800,22,71F,2.486,2.571,,,,,,,,,,
20,800,22,82B,2.067,2.111,2.088888889,,,,,,,,,
20,800,22,07B,1.889,1.956,,,,,,,,,,
20,800,22,51B,2.022,2.000,2.022222222,1.977777778,1.977777778,2,2.2,2.2,2.25,2.45,2.4,2.425
20,800,22,31F,1.778,1.800,1.755555556,,,,,,,,,
20,800,22,23G,1.578,1.756,,,,,,,,,,
20,800,22,09G,2.022,2.067,2.022222222,,,,,,,,,
20,600,23,95D,1.711,1.956,1.711111111,1.733333333,1.733333333,1.866666667,1.866666667,1.844444444,2.155555556,2.155555556,2.5,2.5
20,600,23,96F,1.844,1.911,1.933333333,1.933333333,1.933333333,2.133333333,2.133333333,2.133333333,2.457142857,2.425,2.45,2.45
20,600,23,21D,2.067,2.089,2.066666667,2.066666667,2.044444444,2.066666667,2.066666667,2.25,2.25,2.3,2.657142857,2.714285714
20,600,23,47A,2.225,2.350,2.088888889,2.375,2.35,2.375,2.6,2.628571429,2.6,2.628571429,2.966666667,2.966666667
20,600,23,75D,1.422,,,,,,,,,,,
20,600,23,40E,1.622,1.644,1.622222222,,,,,,,,,
20,600,23,88F,1.889,1.956,1.888888889,,,,,,,,,
20,600,23,49F,1.778,1.844,1.777777778,1.78,1.777777778,2.022222222,2.022222222,2.022222222,2.325,2.35,2.325,2.35
20,600,23,20A,1.822,,,,,,,,,,,
20,600,23,97C,1.956,2.022,1.977777778,,,,,,,,,
20,200,24,100E,1.844,1.844,1.888888889,1.955555556,1.955555556,1.977777778,1.933333333,2.2,2.2,2.222222222,2.222222222,2.542857143
20,200,24,58F,1.822,1.844,1.844444444,1.977777778,1.822222222,1.822222222,1.955555556,1.933333333,1.933333333,1.911111111,1.933333333,2.022222222
20,200,24,48F,2.089,2.089,2.111111111,,,,,,,,,
20,200,24,01F,1.800,1.800,1.911111111,1.911111111,1.888888889,1.888888889,1.888888889,2.088888889,2.088888889,2.066666667,,
20,200,24,53D,1.956,1.933,1.977777778,1.977777778,1.977777778,2.155555556,2.133333333,2.133333333,2.375,2.35,2.4,2.375
20,200,24,70E,1.911,1.933,1.955555556,1.933333333,1.911111111,1.955555556,1.911111111,2.088888889,2.111111111,2.088888889,2.425,2.45
20,200,24,42A,1.667,1.667,1.688888889,1.688888889,1.777777778,1.777777778,1.777777778,1.777777778,2,2.022222222,2,2
20,200,24,40C,1.978,2.000,2,2.111111111,2.133333333,2.155555556,2.6,2.475,2.475,2.857142857,2.8,2.857142857
20,200,24,75C,1.756,1.778,,,,,,,,,,
20,200,24,18D,1.578,1.578,1.577777778,1.666666667,1.666666667,1.688888889,1.666666667,1.844444444,1.844444444,2.2,2.177777778,2.155555556
12,400,25,64D,1.911,1.889,1.911111111,1.911111111,1.933333333,,,,,,,
12,400,25,72E,1.667,1.689,1.666666667,1.666666667,1.666666667,1.688888889,1.911111111,1.911111111,1.911111111,1.911111111,2.177777778,2.177777778
12,400,25,80E,2.089,2.089,2.088888889,2.088888889,2.066666667,2.066666667,2.375,2.35,2.35,2.35,2.35,2.628571429
12,400,25,65D,1.933,1.978,1.955555556,2,1.977777778,1.955555556,2.133333333,2.155555556,2.133333333,2.133333333,2.475,2.475
12,400,25,52A,1.733,1.756,1.755555556,1.777777778,1.888888889,1.888888889,1.844444444,2.155555556,2.133333333,2.133333333,2.133333333,2.177777778
12,400,25,19C,2.044,2.067,2.066666667,2.088888889,2.111111111,,,,,,,
12,400,25,100C,1.733,1.756,1.777777778,1.755555556,1.755555556,,,,,,,
12,400,25,08D,1.778,1.778,1.777777778,1.777777778,1.777777778,1.822222222,1.933333333,1.955555556,1.977777778,1.933333333,1.977777778,2.2
12,400,25,88D,1.778,1.800,1.8,1.8,1.8,1.822222222,2,2,2,1.955555556,2,2.25
12,400,25,73B,2.089,2.111,2.111111111,2.111111111,2.088888889,2.4,2.4,2.4,2.425,2.714285714,2.742857143,2.685714286
12,1000,26,76A,2.275,2.275,2.225,2.225,2.222222222,2.571428571,2.5,2.514285714,2.5,2.5,2.542857143,2.9
12,1000,26,83F,1.756,,,,,,,,,,,
12,1000,26,79A,2.250,,,,,,,,,,,
12,1000,26,96E,1.956,2.067,2,2,2,2.2,2.2,2.2,2.177777778,2.2,2.222222222,2.425
12,1000,26,22G,2.175,2.200,2.2,2.2,2.2,2.222222222,2.425,2.475,2.475,2.425,2.771428571,2.771428571
12,1000,26,14G,1.889,2.111,2.088888889,2.066666667,2.088888889,2.066666667,2.066666667,2.3,2.3,2.25,2.3,2.3
12,1000,26,93E,2.044,2.000,1.977777778,1.955555556,1.955555556,2.2,2.222222222,2.2,2.2,2.222222222,2.5,2.514285714
12,1000,26,17E,1.556,1.622,1.577777778,1.577777778,1.6,1.777777778,1.8,1.777777778,1.822222222,1.777777778,2,2
12,1000,26,70D,1.778,1.889,1.688888889,1.688888889,1.844444444,1.844444444,1.777777778,1.822222222,2.088888889,2.066666667,2.044444444,2.066666667
12,1000,26,50A,1.978,1.978,1.955555556,,,,,,,,,
12,800,27,48C,2.111,2.250,2.177777778,2.155555556,2.133333333,2.133333333,,,,,,
12,800,27,10D,1.778,1.867,1.777777778,1.755555556,1.777777778,1.777777778,,,,,,
12,800,27,09B,1.844,1.911,1.888888889,1.888888889,1.888888889,,,,,,,
12,800,27,23E,1.533,1.578,1.555555556,1.711111111,1.688888889,1.688888889,1.666666667,1.866666667,1.888888889,1.866666667,1.888888889,2.088888889
12,800,27,12F,1.867,1.889,1.888888889,1.977777778,1.977777778,1.911111111,1.977777778,2.133333333,2.155555556,2.155555556,2.155555556,2.2
12,800,27,46F,2.022,2.044,2.066666667,2.044444444,2.044444444,,,,,,,
12,800,27,38F,1.733,1.800,1.777777778,1.933333333,1.888888889,1.888888889,1.888888889,2.111111111,2.133333333,2.111111111,2.111111111,2.475
12,800,27,47F,1.689,1.689,1.866666667,1.844444444,1.822222222,1.822222222,,,,,,
12,800,27,27G,1.933,,,,,,,,,,,
12,800,27,15A,2.375,2.375,2.375,2.325,2.375,,,,,,,
12,600,28,30G,1.778,,,,,,,,,,,
12,600,28,38E,2.133,2.111,2.111111111,2.155555556,2.3,2.275,2.3,2.3,2.3,2.275,2.542857143,2.571428571
12,600,28,89E,1.889,1.911,1.888888889,1.911111111,,,,,,,,
12,600,28,42F,1.822,1.800,1.822222222,1.777777778,1.822222222,1.955555556,1.955555556,1.933333333,1.955555556,1.933333333,1.955555556,2.177777778
12,600,28,85C,1.978,1.956,1.977777778,1.977777778,1.977777778,2.133333333,2.111111111,2.111111111,2.133333333,2.111111111,2.4,2.4
12,600,28,33C,2.133,2.156,2.155555556,2.177777778,2.155555556,2.155555556,2.425,2.375,2.4,2.35,2.4,2.742857143
12,600,28,18G,1.889,1.867,1.866666667,2.066666667,2.066666667,2.111111111,2.088888889,2.3,2.375,2.35,2.35,2.35
12,600,28,76D,1.733,1.733,1.733333333,1.688888889,1.733333333,1.866666667,1.844444444,1.866666667,1.844444444,2.177777778,2.133333333,2.133333333
12,600,28,36G,2.044,2.067,2.022222222,2,2.044444444,2.088888889,2.3,2.275,2.275,2.25,2.3,2.542857143
12,600,28,49C,1.756,1.756,1.755555556,1.755555556,1.755555556,1.955555556,1.933333333,1.955555556,1.933333333,1.933333333,2.222222222,2.222222222
12,200,29,03B,1.467,1.489,1.577777778,1.577777778,1.577777778,1.577777778,1.6,1.73,1.711111111,1.733333333,1.711111111,1.888888889
12,200,29,47C,2.111,2.044,2.044444444,2.044444444,2.044444444,,,,,,,
12,200,29,54E,2.044,2.000,2.022222222,2.066666667,2.044444444,2.066666667,2.275,2.222222222,2.275,2.275,2.25,2.5
12,200,29,31D,1.711,1.733,1.733333333,1.755555556,1.888888889,1.888888889,1.888888889,1.866666667,2.066666667,2.066666667,2.066666667,2.066666667
12,200,29,51E,1.933,1.911,1.911111111,1.933333333,1.933333333,,,,,,,
12,200,29,32F,1.800,1.822,1.822222222,1.822222222,1.822222222,,,,,,,
12,200,29,56C,2.000,1.978,2,2,2.022222222,,,,,,,
12,200,29,52E,2.178,2.156,2.155555556,2.2,2.177777778,2.45,2.45,2.425,2.425,2.45,2.45,2.45
12,200,29,35A,1.778,1.711,1.844444444,1.844444444,1.844444444,,,,,,,
12,200,29,31C,1.733,1.711,1.711111111,1.933333333,1.888888889,1.866666667,1.888888889,2.155555556,2.111111111,2.2,2.5,2.5
12,0,30,12B,1.556,1.533,1.533333333,1.711111111,1.688888889,1.688888889,1.666666667,1.888888889,1.888888889,1.888888889,1.888888889,2.155555556
12,0,30,44C,1.933,1.956,2.111111111,2.111111111,2.111111111,2.111111111,2.45,2.425,2.425,2.45,2.425,2.771428571
12,0,30,43A,2.022,1.956,2.022222222,2,1.977777778,2.275,2.222222222,2.25,2.485714286,2.475,2.514285714,2.5
12,0,30,06E,1.800,1.800,1.822222222,1.822222222,2.066666667,2.044444444,2.066666667,2.066666667,2.3,2.375,2.35,2.35
12,0,30,05C,1.778,1.756,2,2.066666667,2.044444444,2.022222222,2.325,2.3,2.325,2.325,2.657142857,2.685714286
12,0,30,67A,2.111,2.067,,,,,,,,,,
12,0,30,91F,1.911,1.889,1.911111111,1.888888889,1.911111111,2.044444444,2.044444444,2.044444444,2.022222222,2.044444444,2.044444444,2.022222222
12,0,30,46E,2.089,2.067,2.111111111,2.088888889,2.088888889,2.222222222,2.222222222,2.066666667,,,,
12,0,30,27E,2.156,2.133,2.133333333,2.133333333,2.133333333,,,,,,,
12,0,30,78C,1.844,1.844,1.844444444,1.888888889,1.888888889,2.133333333,2.133333333,2.111111111,2.45,2.425,2.425,2.425
18,800,31,63B,2.000,1.956,1.955555556,,,,,,,,,
18,800,31,34A,1.844,1.889,2,2,2,2.022222222,2.25,2.275,2.25,2.275,2.514285714,2.5
18,800,31,74E,1.956,2.067,2.022222222,2.066666667,2.044444444,2.088888889,2.044444444,2.275,2.3,2.25,2.275,2.275
18,800,31,26D,2.250,2.225,2.225,2.2,2.2,2.177777778,2.475,2.5,2.475,2.771428571,2.771428571,2.8
18,800,31,42C,1.622,1.667,1.666666667,,,,,,,,,
18,800,31,39A,2.175,2.175,2.155555556,,,,,,,,,
18,800,31,25C,1.889,1.800,1.888888889,1.866666667,1.977777778,2,2,2,2.222222222,2.222222222,2.222222222,2.571428571
